party_id,name,ability,item,weapon1,weapon2,weapon3,weapon4,id,form,type1,type2,h,a,b,c,d,s
100,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,599,1,ほのお,,80,116,75,65,75,119
100,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,600,1,でんき,フェアリー,70,115,85,95,75,130
101,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,601,2,じめん,ひこう,89,145,90,105,80,91
101,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,602,1,はがね,ひこう,97,101,103,107,101,61
101,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,603,1,どく,ドラゴン,73,73,73,127,73,121
101,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,604,1,みず,フェアリー,70,75,115,95,130,85
101,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,605,1,ほのお,,80,116,75,65,75,119
101,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,606,1,でんき,フェアリー,70,115,85,95,75,130
102,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,607,2,じめん,ひこう,89,145,90,105,80,91
102,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,608,1,はがね,ひこう,97,101,103,107,101,61
102,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,609,1,どく,ドラゴン,73,73,73,127,73,121
102,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,610,1,みず,フェアリー,70,75,115,95,130,85
102,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,611,1,ほのお,,80,116,75,65,75,119
102,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,612,1,でんき,フェアリー,70,115,85,95,75,130
103,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,613,2,じめん,ひこう,89,145,90,105,80,91
103,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,614,1,はがね,ひこう,97,101,103,107,101,61
103,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,615,1,どく,ドラゴン,73,73,73,127,73,121
103,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,616,1,みず,フェアリー,70,75,115,95,130,85
103,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,617,1,ほのお,,80,116,75,65,75,119
103,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,618,1,でんき,フェアリー,70,115,85,95,75,130
104,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,619,2,じめん,ひこう,89,145,90,105,80,91
104,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,620,1,はがね,ひこう,97,101,103,107,101,61
104,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,621,1,どく,ドラゴン,73,73,73,127,73,121
104,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,622,1,みず,フェアリー,70,75,115,95,130,85
104,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,623,1,ほのお,,80,116,75,65,75,119
104,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,624,1,でんき,フェアリー,70,115,85,95,75,130
105,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,625,2,じめん,ひこう,89,145,90,105,80,91
105,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,626,1,はがね,ひこう,97,101,103,107,101,61
105,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,627,1,どく,ドラゴン,73,73,73,127,73,121
105,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,628,1,みず,フェアリー,70,75,115,95,130,85
105,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,629,1,ほのお,,80,116,75,65,75,119
105,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,630,1,でんき,フェアリー,70,115,85,95,75,130
106,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,631,2,じめん,ひこう,89,145,90,105,80,91
106,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,632,1,はがね,ひこう,97,101,103,107,101,61
106,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,633,1,どく,ドラゴン,73,73,73,127,73,121
106,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,634,1,みず,フェアリー,70,75,115,95,130,85
106,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,635,1,ほのお,,80,116,75,65,75,119
106,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,636,1,でんき,フェアリー,70,115,85,95,75,130
107,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,637,2,じめん,ひこう,89,145,90,105,80,91
107,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,638,1,はがね,ひこう,97,101,103,107,101,61
107,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,639,1,どく,ドラゴン,73,73,73,127,73,121
107,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,640,1,みず,フェアリー,70,75,115,95,130,85
107,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,641,1,ほのお,,80,116,75,65,75,119
107,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,642,1,でんき,フェアリー,70,115,85,95,75,130
108,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,643,2,じめん,ひこう,89,145,90,105,80,91
108,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,644,1,はがね,ひこう,97,101,103,107,101,61
108,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,645,1,どく,ドラゴン,73,73,73,127,73,121
108,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,646,1,みず,フェアリー,70,75,115,95,130,85
108,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,647,1,ほのお,,80,116,75,65,75,119
108,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,648,1,でんき,フェアリー,70,115,85,95,75,130
109,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,649,2,じめん,ひこう,89,145,90,105,80,91
109,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,650,1,はがね,ひこう,97,101,103,107,101,61
109,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,651,1,どく,ドラゴン,73,73,73,127,73,121
109,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,652,1,みず,フェアリー,70,75,115,95,130,85
109,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,653,1,ほのお,,80,116,75,65,75,119
109,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,654,1,でんき,フェアリー,70,115,85,95,75,130
110,シャンデラ,すりぬけ,いのちのたま,かえんほうしゃ,シャドーボール,サイコキネシス,エナジーボール,655,1,ゴースト,ほのお,60,55,90,145,90,80
110,デンチュラ,ふくがん,きあいのタスキ,ねばねばネット,エナジーボール,でんじは,かみなり,656,1,むし,でんき,70,77,60,97,60,108
110,ドリュウズ,かたやぶり,とつげきチョッキ,じしん,アイアンヘッド,がんせきふうじ,かわらわり,657,1,じめん,はがね,110,135,60,50,65,88
110,トゲキッス,てんのめぐみ,じゃくてんほけん,エアスラッシュ,だいもんじ,シャドーボール,マジカルシャイン,658,1,フェアリー,ひこう,85,50,95,120,115,80
110,ギャラドス,いかく,ゴツゴツメット,たきのぼり,でんじは,ちょうはつ,パワーウィップ,659,1,みず,ひこう,95,125,79,60,100,81
110,ウオノラゴン,がんじょうあご,こだわりスカーフ,エラがみ,アイアンヘッド,サイコファング,こおりのキバ,660,1,みず,ドラゴン,90,90,100,70,80,75
111,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,661,2,じめん,ひこう,89,145,90,105,80,91
111,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,662,1,はがね,ひこう,97,101,103,107,101,61
111,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,663,1,どく,ドラゴン,73,73,73,127,73,121
111,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,664,1,みず,フェアリー,70,75,115,95,130,85
111,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,665,1,ほのお,,80,116,75,65,75,119
111,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,666,1,でんき,フェアリー,70,115,85,95,75,130
112,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,667,2,じめん,ひこう,89,145,90,105,80,91
112,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,668,1,はがね,ひこう,97,101,103,107,101,61
112,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,669,1,どく,ドラゴン,73,73,73,127,73,121
112,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,670,1,みず,フェアリー,70,75,115,95,130,85
112,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,671,1,ほのお,,80,116,75,65,75,119
112,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,672,1,でんき,フェアリー,70,115,85,95,75,130
113,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,673,2,じめん,ひこう,89,145,90,105,80,91
113,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,674,1,はがね,ひこう,97,101,103,107,101,61
113,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,675,1,どく,ドラゴン,73,73,73,127,73,121
113,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,676,1,みず,フェアリー,70,75,115,95,130,85
113,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,677,1,ほのお,,80,116,75,65,75,119
113,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,678,1,でんき,フェアリー,70,115,85,95,75,130
114,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,679,2,じめん,ひこう,89,145,90,105,80,91
114,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,680,1,はがね,ひこう,97,101,103,107,101,61
114,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,681,1,どく,ドラゴン,73,73,73,127,73,121
114,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,682,1,みず,フェアリー,70,75,115,95,130,85
114,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,683,1,ほのお,,80,116,75,65,75,119
114,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,684,1,でんき,フェアリー,70,115,85,95,75,130
115,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,685,2,じめん,ひこう,89,145,90,105,80,91
115,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,686,1,はがね,ひこう,97,101,103,107,101,61
115,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,687,1,どく,ドラゴン,73,73,73,127,73,121
115,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,688,1,みず,フェアリー,70,75,115,95,130,85
115,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,689,1,ほのお,,80,116,75,65,75,119
115,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,690,1,でんき,フェアリー,70,115,85,95,75,130
116,ランドロス,いかく,フィラのみ,じしん,がんせきふうじ,とんぼがえり,ステルスロック,691,2,じめん,ひこう,89,145,90,105,80,91
116,テッカグヤ,ビーストブースト,じゃくてんほけん,エアスラッシュ,ラスターカノン,かえんほうしゃ,メテオビーム,692,1,はがね,ひこう,97,101,103,107,101,61
116,アーゴヨン,ビーストブースト,いのちのたま,りゅうせいぐん,ヘドロウェーブ,エアスラッシュ,かえんほうしゃ,693,1,どく,ドラゴン,73,73,73,127,73,121
116,カプ・レヒレ,ミストメイカー,オボンのみ,なみのり,ムーンフォース,れいとうビーム,めいそう,694,1,みず,フェアリー,70,75,115,95,130,85
116,エースバーン,リベロ,こだわりハチマキ,かえんボール,とびひざげり,しねんのずつき,とんぼがえり,695,1,ほのお,,80,116,75,65,75,119
116,カプ・コケコ,エレキメイカー,こだわりメガネ,10まんボルト,マジカルシャイン,くさむすび,とんぼがえり,696,1,でんき,フェアリー,70,115,85,95,75,130
117,パッチルドン,ちくでん,いのちのたま,でんげきくちばし,つららおとし,フリーズドライ,けたぐり,697,1,でんき,こおり,90,100,90,90,80,55
117,ドラパルト,クリアボディ,ラムのみ,ドラゴンアロー,ゴーストダイブ,はがねのつばさ,りゅうのまい,698,1,ドラゴン,ゴースト,88,120,75,100,75,142
117,イエッサン,サイコメイカー,サイコシード,サイコキネシス,てだすけ,このゆびとまれ,マジカルフレイム,699,2,エスパー,ノーマル,70,55,65,95,105,85
117,ウオノラゴン,がんじょうあご,こだわりスカーフ,エラがみ,かみくだく,こおりのキバ,ドラゴンダイブ,700,1,みず,ドラゴン,90,90,100,70,80,75
117,ブリムオン,マジックミラー,きあいのタスキ,マジカルシャイン,トリックルーム,サイコキネシス,ふういん,701,1,エスパー,フェアリー,57,90,95,136,103,29
117,ヨクバリス,ほおぶくろ,オボンのみ,からげんき,はらだいこ,ジャイロボール,ほのおのキバ,702,1,ノーマル,,120,95,95,55,75,20
118,ピッピ,マジックガード,しんかのきせき,つきのひかり,ムーンフォース,かみなり,ちいさくなる,703,1,フェアリー,,70,45,48,60,65,35
118,ウッウ,うのミサイル,きあいのタスキ,なみのり,エアスラッシュ,れいとうビーム,こらえる,704,1,ひこう,みず,70,85,55,85,95,85
118,ネギガナイト,ふくつのこころ,とつげきチョッキ,スターアサルト,であいがしら,はたきおとす,リーフブレード,705,1,かくとう,,62,135,95,68,82,65
118,ヌオー,てんねん,オボンのみ,ねっとう,じこさいせい,たくわえる,どくどく,706,1,みず,じめん,95,85,85,65,65,35
118,ミミッキュ,ばけのかわ,ラムのみ,トリックルーム,のろい,じゃれつく,かげうち,707,1,ゴースト,フェアリー,55,90,80,50,105,96
118,ワンパチ,たまひろい,モンスターボール,あまえる,しっぽをふる,ほっぺすりすり,ほえる,708,1,でんき,,59,45,50,40,50,26
119,ヨクバリス,ほおぶくろ,リュガのみ,ジャイロボール,しっぺがえし,ボディプレス,ほおばる,709,1,ノーマル,,120,95,95,55,75,20
119,チラチーノ,スキルリンク,おうじゃのしるし,タネマシンガン,ロックブラスト,スイープビンタ,ダストシュート,710,1,ノーマル,,75,95,60,65,60,115
119,モルペコ,はらぺこスイッチ,きあいのタスキ,ちょうはつ,オーラぐるま,まもる,ほのおのキバ,711,1,でんき,あく,58,95,58,70,58,97
119,ピカチュウ,せいでんき,でんきだま,ドレインキッス,くさむすび,なみのり,かみなり,712,1,でんき,,35,55,40,50,50,90
119,ミミッキュ,ばけのかわ,いのちのたま,かげうち,シャドークロー,じゃれつく,つるぎのまい,713,1,ゴースト,フェアリー,55,90,80,50,105,96
119,トゲデマル,がんじょう,チイラのみ,ほっぺすりすり,きしかいせい,びりびりちくちく,アイアンヘッド,714,1,でんき,はがね,65,98,63,40,73,96
120,タルップル,あついしぼう,かいがらのすず,りゅうせいぐん,りんごさん,じこさいせい,ふいうち,715,1,くさ,ドラゴン,110,85,80,100,80,30
120,ポットデス,くだけるよろい,きあいのタスキ,シャドーボール,からをやぶる,まもる,のろい,716,1,ゴースト,,60,65,65,134,114,70
120,マホイップ,アロマベール,オボンのみ,じこさいせい,マジカルシャイン,めいそう,とける,717,1,フェアリー,,65,60,75,110,121,64
120,バイバニラ,ゆきふらし,ひかりのねんど,ミラーコート,ふぶき,ぜったいれいど,オーロラベール,718,1,こおり,,71,95,85,110,95,79
121,マニューラ,わるいてぐせ,きあいのタスキ,つららおとし,じごくづき,こおりのつぶて,カウンター,721,1,あく,こおり,70,120,65,45,85,125
121,ロトム,ふゆう,こだわりメガネ,10まんボルト,ふぶき,ボルトチェンジ,トリック,722,4,でんき,こおり,50,65,107,105,107,86
121,バイバニラ,ゆきふらし,ひかりのねんど,ふぶき,ちょうはつ,オーロラベール,だいばくはつ,723,1,こおり,,71,95,85,110,95,79
121,マンムー,あついしぼう,じゃくてんほけん,じしん,つららばり,ストーンエッジ,こおりのつぶて,724,1,こおり,じめん,110,130,80,70,60,80
121,クレベース,アイスボディ,ゴツゴツメット,ゆきなだれ,てっぺき,ボディプレス,じこさいせい,725,1,こおり,,95,117,184,44,46,28
121,ラプラス,ちょすい,とつげきチョッキ,フリーズドライ,うたかたのアリア,こおりのつぶて,ぜったいれいど,726,1,みず,こおり,130,85,80,85,95,60
122,ドラパルト,すりぬけ,たつじんのおび,ドラゴンアロー,ゴーストダイブ,かえんほうしゃ,ふいうち,727,1,ドラゴン,ゴースト,88,120,75,100,75,142
122,オーロンゲ,いたずらごころ,ひかりのねんど,じゃれつく,でんじは,ひかりのかべ,リフレクター,728,1,あく,フェアリー,95,120,65,95,75,60
122,ロトム,ふゆう,こだわりメガネ,トリック,ボルトチェンジ,オーバーヒート,ほうでん,729,2,でんき,ほのお,50,65,107,105,107,86
122,ドリュウズ,かたやぶり,こだわりスカーフ,いわなだれ,つのドリル,アイアンヘッド,じしん,730,1,じめん,はがね,110,135,60,50,65,88
122,カビゴン,くいしんぼう,フィラのみ,かみなりパンチ,のろい,すてみタックル,DDラリアット,731,1,ノーマル,,160,110,65,65,110,30
122,ギャラドス,いかく,じゃくてんほけん,パワーウィップ,ちょうはつ,たきのぼり,とびはねる,732,1,みず,ひこう,95,125,79,60,100,81
123,ルカリオ,せいしんりょく,きあいのタスキ,インファイト,コメットパンチ,バレットパンチ,がんせきふうじ,733,1,かくとう,はがね,70,110,70,115,70,90
123,ランターン,ちくでん,こだわりメガネ,ねっとう,10まんボルト,ボルトチェンジ,マジカルシャイン,734,1,みず,でんき,125,58,58,76,76,67
123,マンムー,あついしぼう,たつじんのおび,じしん,ばかぢから,つららおとし,こおりのつぶて,735,1,こおり,じめん,110,130,80,70,60,80
123,ドラピオン,カブトアーマー,とつげきチョッキ,どくづき,かわらわり,はたきおとす,がんせきふうじ,736,1,どく,あく,70,90,110,60,75,95
123,サザンドラ,ふゆう,こだわりスカーフ,だいもんじ,りゅうのはどう,あくのはどう,わるだくみ,737,1,あく,ドラゴン,92,105,90,125,90,98
123,エルフーン,いたずらごころ,いのちのたま,まもる,おいかぜ,くさむすび,ムーンフォース,738,1,くさ,フェアリー,60,67,85,77,75,116
124,カビゴン,くいしんぼう,フィラのみ,ヘビーボンバー,10まんばりき,ワイルドボルト,リサイクル,739,1,ノーマル,,160,110,65,65,110,30
124,バンギラス,すなおこし,じゃくてんほけん,いわなだれ,かみくだく,じしん,アイアンヘッド,740,1,いわ,あく,100,134,110,95,100,61
124,ローブシン,てつのこぶし,とつげきチョッキ,ドレインパンチ,マッハパンチ,かみなりパンチ,れいとうパンチ,741,1,かくとう,,105,140,95,55,65,45
124,ウインディ,いかく,ひかりごけ,インファイト,アイアンヘッド,じならし,あさのひざし,742,1,ほのお,,90,110,80,100,80,95
124,ニンフィア,フェアリースキン,カゴのみ,ハイパーボイス,でんこうせっか,めいそう,ねむる,743,1,フェアリー,,95,65,65,110,130,60
124,トリトドン,よびみず,オボンのみ,なみのり,だいちのちから,たくわえる,じこさいせい,744,1,みず,じめん,111,83,68,92,82,39
125,サンダース,はやあし,かえんだま,ほうでん,シャドーボール,まもる,ボルトチェンジ,745,1,でんき,,65,65,60,110,95,130
125,シャワーズ,ちょすい,オボンのみ,ハイドロポンプ,れいとうビーム,アクアリング,くろいきり,746,1,みず,,130,65,60,110,95,65
125,ブースター,もらいび,せんせいのツメ,フレアドライブ,ばかぢから,あなをほる,おにび,747,1,ほのお,,65,130,60,95,110,65
125,エーフィ,マジックミラー,こだわりメガネ,サイコキネシス,シャドーボール,マジカルシャイン,トリック,748,1,エスパー,,65,65,60,130,95,110
125,ブラッキー,せいしんりょく,たべのこし,イカサマ,まもる,ねがいごと,あくび,749,1,あく,,95,65,110,60,130,65
125,グレイシア,アイスボディ,とけないこおり,フリーズドライ,シャドーボール,こおりのつぶて,あくび,750,1,こおり,,65,60,110,130,95,65
126,ギャラドス,じしんかじょう,ソクノのみ,たきのぼり,とびはねる,パワーウィップ,りゅうのまい,751,1,みず,ひこう,95,125,79,60,100,81
126,サンダース,ちくでん,こだわりスカーフ,ほうでん,シャドーボール,でんこうせっか,ボルトチェンジ,752,1,でんき,,65,65,60,110,95,130
126,ウインディ,いかく,ちからのハチマキ,フレアドライブ,じゃれつく,ワイルドボルト,しんそく,753,1,ほのお,,90,110,80,100,80,95
126,ギャロップ,パステルベール,たつじんのおび,しねんのずつき,じゃれつく,10まんばりき,とびはねる,754,2,エスパー,フェアリー,65,100,70,80,80,105
126,カビゴン,あついしぼう,バンジのみ,のしかかり,ほのおのパンチ,アイアンヘッド,のろい,755,1,ノーマル,,160,110,65,65,110,30
126,マタドガス,ふゆう,とつげきチョッキ,ヘドロばくだん,ワンダースチーム,10まんボルト,だいもんじ,756,2,どく,フェアリー,65,90,120,85,70,60
127,ドラピオン,カブトアーマー,とつげきチョッキ,どくづき,かわらわり,はたきおとす,がんせきふうじ,757,1,どく,あく,70,90,110,60,75,95
127,マンムー,あついしぼう,きあいのタスキ,じしん,つららばり,ステルスロック,こおりのつぶて,758,1,こおり,じめん,110,130,80,70,60,80
127,ドラパルト,クリアボディ,じゃくてんほけん,だいもんじ,10まんボルト,りゅうせいぐん,シャドーボール,759,1,ドラゴン,ゴースト,88,120,75,100,75,142
127,ギャラドス,じしんかじょう,せんせいのツメ,ちょうはつ,たきのぼり,とびはねる,パワーウィップ,760,1,みず,ひこう,95,125,79,60,100,81
127,ルカリオ,せいしんりょく,こだわりハチマキ,インファイト,コメットパンチ,シャドークロー,がんせきふうじ,761,1,かくとう,はがね,70,110,70,115,70,90
127,ランターン,ちくでん,こだわりメガネ,ねっとう,10まんボルト,ボルトチェンジ,マジカルシャイン,762,1,みず,でんき,125,58,58,76,76,67
128,ギルガルド,バトルスイッチ,じゃくてんほけん,シャドーボール,ラスターカノン,かげうち,キングシールド,763,1,はがね,ゴースト,60,50,140,50,140,60
128,ニンフィア,フェアリースキン,のどスプレー,マジカルフレイム,サイコショック,ハイパーボイス,でんこうせっか,764,1,フェアリー,,95,65,65,110,130,60
128,ロトム,ふゆう,こだわりスカーフ,ボルトチェンジ,ハイドロポンプ,10まんボルト,トリック,765,3,でんき,みず,50,65,107,105,107,86
128,ドリュウズ,かたやぶり,きあいのタスキ,じしん,アイアンヘッド,がんせきふうじ,つのドリル,766,1,じめん,はがね,110,135,60,50,65,88
128,リザードン,サンパワー,こだわりメガネ,エアスラッシュ,かえんほうしゃ,りゅうのはどう,きあいだま,767,1,ほのお,ひこう,78,84,78,109,85,100
128,サザンドラ,ふゆう,いのちのたま,りゅうせいぐん,あくのはどう,ラスターカノン,だいちのちから,768,1,あく,ドラゴン,92,105,90,125,90,98
129,サーナイト,トレース,きあいのタスキ,ムーンフォース,ちょうはつ,でんじは,おきみやげ,769,1,エスパー,フェアリー,68,65,65,125,115,80
129,パルシェン,スキルリンク,ちからのハチマキ,つららばり,ロックブラスト,みがわり,からをやぶる,770,1,みず,こおり,50,95,180,85,45,70
129,トゲキッス,てんのめぐみ,じゃくてんほけん,エアスラッシュ,マジカルシャイン,かえんほうしゃ,わるだくみ,771,1,フェアリー,ひこう,85,50,95,120,115,80
129,ロトム,ふゆう,こうこうのしっぽ,オーバーヒート,ほうでん,おにび,トリック,772,2,でんき,ほのお,50,65,107,105,107,86
129,サザンドラ,ふゆう,こだわりメガネ,りゅうせいぐん,あくのはどう,だいちのちから,だいもんじ,773,1,あく,ドラゴン,92,105,90,125,90,98
129,アーマーガア,ミラーアーマー,ゴツゴツメット,ちょうはつ,ボディプレス,てっぺき,はねやすめ,774,1,ひこう,はがね,98,87,105,53,85,67
130,バンギラス,すなおこし,じゃくてんほけん,かみくだく,じしん,ストーンエッジ,アイアンヘッド,775,1,いわ,あく,100,134,110,95,100,61
130,ドリュウズ,かたやぶり,とつげきチョッキ,アイアンヘッド,じしん,いわなだれ,つのドリル,776,1,じめん,はがね,110,135,60,50,65,88
