,0,1,2,3
1017,ねっとう,てだすけ,だくりゅう,さいみんじゅつ
1018,きあいだま,こごえるかぜ,なみのり,ほろびのうた
1019,ねっとう,れいとうビーム,きあいだま,だいちのちから
1020,ねっとう,れいとうビーム,きあいだま,だいちのちから
1021,ねっとう,うずしお,まもる,ほろびのうた
1022,ウェザーボール,てだすけ,まもる,ほろびのうた
1023,こごえるかぜ,ほろびのうた,ねっとう,まもる
1024,ねっとう,れいとうビーム,アンコール,ほろびのうた
1025,ハイドロポンプ,こごえるかぜ,ほろびのうた,まもる
1026,がむしゃら,くろいきり,まもる,ねっとう
1027,ハイドロポンプ,なみのり,れいとうビーム,ほろびのうた
1028,ねっとう,アンコール,ほろびのうた,どくどく
1029,ねっとう,まもる,てだすけ,ほろびのうた
1030,ハイドロポンプ,れいとうビーム,きあいだま,アンコール
1031,ねっとう,れいとうビーム,あまごい,アンコール
1032,とんぼがえり,わたほうし,おきみやげ,アンコール
1033,ねむりごな,やどりぎのタネ,みがわり,まとわりつく
1034,ちからをすいとる,アンコール,みがわり,どくどく
1035,ねむりごな,アンコール,いかりのこな,みがわり
1036,アクロバット,アンコール,ねむりごな,とんぼがえり
1037,にほんばれ,がむしゃら,アンコール,まもる
1038,どくどく,カウンター,おさきにどうぞ,じこさいせい
1039,ねっとう,どくどく,たくわえる,じこさいせい
1040,じこさいせい,あくび,たくわえる,じしん
1041,うずしお,じこさいせい,どくどく,たくわえる
1042,まもる,じこさいせい,カウンター,ねっとう
1043,ねっとう,どくどく,じこさいせい,まもる
1044,どくどく,じこさいせい,まもる,ねっとう
1045,ねっとう,どくどく,まもる,じこさいせい
1046,じしん,じこさいせい,あくび,まもる
1047,ねっとう,のろい,ドわすれ,じこさいせい
1048,アクアブレイク,のろい,ドわすれ,じこさいせい
1049,アクアブレイク,のろい,ドわすれ,じこさいせい
1050,じしん,じこさいせい,どくどく,まもる
1051,じこさいせい,まもる,ねっとう,じしん
1052,じこさいせい,たくわえる,まとわりつく,どくどく
1053,たくわえる,まとわりつく,あくび,じこさいせい
1054,ストーンエッジ,すなあらし,カウンター,じこさいせい
1055,じしん,のろい,じこさいせい,あくび
1056,まとわりつく,あくび,たくわえる,じこさいせい
1057,ねっとう,たくわえる,じこさいせい,ねむる
1058,まとわりつく,あくび,アンコール,じこさいせい
1059,サイコキネシス,くさむすび,マジカルシャイン,めいそう
1060,サイコショック,めいそう,バトンタッチ,リフレクター
1061,サイコキネシス,マジカルシャイン,ひかりのかべ,リフレクター
1062,サイコキネシス,マジカルシャイン,でんこうせっか,あくび
1063,サイコショック,めいそう,バトンタッチ,リフレクター
1064,トリック,サイコキネシス,こらえる,あくび
1065,サイコキネシス,マジカルシャイン,リフレクター,ひかりのかべ
1066,リフレクター,ひかりのかべ,あくび,サイコショック
1067,サイコキネシス,リフレクター,ひかりのかべ,あくび
1068,サイコキネシス,サイコショック,マジカルシャイン,トリック
1069,サイコショック,めいそう,バトンタッチ,リフレクター
1070,サイコキネシス,マジカルシャイン,あくび,めいそう
1071,ワイドフォース,シャドーボール,くさむすび,はかいこうせん
1072,めいそう,バトンタッチ,サイコショック,あくび
1073,ひかりのかべ,リフレクター,サイコキネシス,あくび
1074,アシストパワー,マジカルシャイン,あさのひざし,めいそう
1075,リフレクター,ひかりのかべ,サイコキネシス,あくび
1076,サイコショック,めざめるパワー,めいそう,あさのひざし
1077,アシストパワー,マジカルシャイン,くさむすび,めいそう
1078,サイコショック,くさむすび,めざめるパワー,じこあんじ
1079,イカサマ,まもる,あくび,ねがいごと
1080,つきのひかり,バークアウト,イカサマ,あくび
1081,くろいまなざし,バークアウト,ねむる,うそなき
1082,イカサマ,くろいまなざし,あくび,バトンタッチ
1083,イカサマ,あくび,ねがいごと,まもる
1084,のろい,じごくづき,つきのひかり,あくび
1085,イカサマ,あくび,まもる,ねがいごと
1086,イカサマ,ねがいごと,あくび,まもる
1087,イカサマ,まもる,ねがいごと,にほんばれ
1088,イカサマ,あくび,まもる,ねがいごと
1089,イカサマ,あくび,ねがいごと,まもる
1090,つきのひかり,まもる,みがわり,イカサマ
1091,イカサマ,バークアウト,まもる,ねがいごと
1092,イカサマ,あくび,まもる,ねがいごと
1093,イカサマ,バークアウト,あまえる,つきのひかり
1094,バークアウト,イカサマ,まもる,ねがいごと
1095,イカサマ,あくび,ねがいごと,まもる
1096,あくび,ねがいごと,まもる,イカサマ
1097,みがわり,あくび,バトンタッチ,ちょうはつ
1098,まもる,ねがいごと,どくどく,イカサマ
1099,オウムがえし,ふいうち,ブレイブバード,みがわり
1100,オウムがえし,みがわり,ブレイブバード,ふいうち
1101,フェザーダンス,はねやすめ,みがわり,どくどく
1102,あくのはどう,ちょうはつ,おいかぜ,でんじは
1103,ふいうち,くろいきり,おいかぜ,ちょうはつ
1104,フェザーダンス,サイコシフト,でんじは,はねやすめ
1105,ドリルくちばし,でんじは,オウムがえし,くろいきり
1106,みがわり,いばる,でんじは,イカサマ
1107,おいうち,いばる,みがわり,ふいうち
1108,ドリルくちばし,ふいうち,でんじは,にほんばれ
1109,さきおくり,くろいきり,ちょうはつ,おいかぜ
1110,フェザーダンス,はねやすめ,でんじは,ナイトヘッド
1111,さきおくり,ふいうち,くろいまなざし,ちょうはつ
1112,ほろびのうた,でんじは,おいかぜ,ちょうはつ
1113,アシストパワー,めいそう,なまける,とおせんぼう
1114,サイコキネシス,あくび,なまける,ドわすれ
1115,サイコキネシス,なみのり,れいとうビーム,トリックルーム
1116,ねっとう,サイコショック,れいとうビーム,トリックルーム
1117,トリックルーム,わるだくみ,サイコキネシス,だいもんじ
1118,ほろびのうた,いたみわけ,みちづれ,トリックルーム
1119,おにび,たたりめ,いたみわけ,トリックルーム
1120,でんじは,ほろびのうた,いたみわけ,シャドーボール
1121,めざめるパワー,-,-,-
1122,ミラーコート,アンコール,しんぴのまもり,みちづれ
1123,カウンター,ミラーコート,アンコール,みちづれ
1124,ミラーコート,カウンター,みちづれ,アンコール
1125,カウンター,ミラーコート,アンコール,みちづれ
1126,カウンター,ミラーコート,みちづれ,アンコール
1127,カウンター,ミラーコート,アンコール,みちづれ
1128,カウンター,ミラーコート,アンコール,みちづれ
1129,アンコール,みちづれ,カウンター,ミラーコート
1130,スキルスワップ,ふくろだたき,サイコキネシス,マジックコート
1131,マジックコート,めざめるパワー,サイコキネシス,でんじは
1132,ふいうち,サイコキネシス,でんじは,めざめるパワー
1133,こうそくいどう,バトンタッチ,サイコキネシス,リフレクター
1134,スキルスワップ,ひかりのかべ,リフレクター,サイコキネシス
1135,どくびし,いたみわけ,どくどく,まもる
1136,ボルトチェンジ,めざめるパワー,ギガドレイン,リフレクター
1137,だいばくはつ,ステルスロック,どくびし,ボルトチェンジ
1138,ボルトチェンジ,めざめるパワー,ギガドレイン,じしん
1139,どくびし,ステルスロック,ボルトチェンジ,めざめるパワー
1140,ジャイロボール,じしん,ボルトチェンジ,だいばくはつ
1141,ずつき,いわなだれ,へびにらみ,はねやすめ
1142,いわなだれ,とぐろをまく,へびにらみ,バトンタッチ
1143,れいとうビーム,10まんボルト,めいそう,バトンタッチ
1144,へびにらみ,はねやすめ,とぐろをまく,かみつく
1145,はねやすめ,カウンター,ちょうはつ,ハサミギロチン
1146,はねやすめ,じしん,どくどく,ストーンエッジ
1147,ハサミギロチン,じしん,はねやすめ,とんぼがえり
1148,てっぺき,ボディプレス,ジャイロボール,すなじごく
1149,ボディプレス,ステルスロック,ジャイロボール,がんせきふうじ
1150,ジャイロボール,じしん,もろはのずつき,ボディプレス
1151,とおせんぼう,ワイドガード,りゅうのまい,じばく
1152,ジャイロボール,じしん,ストーンエッジ,こらえる
1153,ステルスロック,じばく,じしん,りゅうのまい
1154,メテオビーム,てっていこうせん,だいちのちから,ねむる
1155,てっぺき,ボディプレス,ジャイロボール,すなじごく
1156,ボディプレス,ジャイロボール,てっぺき,すなじごく
1157,ジャイロボール,じしん,ストーンエッジ,ステルスロック
1158,ジャイロボール,じしん,ストーンエッジ,ステルスロック
1159,じしん,ストーンエッジ,ステルスロック,ほえる
1160,ジャイロボール,じしん,ストーンエッジ,こおりのキバ
1161,じゃれつく,インファイト,じしん,ワイルドボルト
1162,ストーンエッジ,インファイト,でんじは,れいとうパンチ
1163,いかりのまえば,リフレクター,どくどく,まもる
1164,こごえるかぜ,でんじは,まきびし,みちづれ
1165,まきびし,でんじは,ちょうはつ,みちづれ
1166,あまごい,みちづれ,じばく,でんじは
1167,ねっとう,まきびし,どくどく,みちづれ
1168,どくづき,しっぺがえし,どくどく,たきのぼり
1169,ダイビング,みちづれ,でんじは,こわいかお
1170,アクアブレイク,どくづき,とどめばり,みちづれ
1171,とどめばり,アクアテール,どくづき,アクアジェット
1172,アクアテール,どくづき,とどめばり,みちづれ
1173,まもる,どくどく,ちょうはつ,たきのぼり
1174,ちいさくなる,みがわり,ねっとう,ちょうはつ
1175,あまごい,みちづれ,アシッドボム,でんじは
1176,バレットパンチ,つるぎのまい,かわらわり,ダブルウイング
1177,バレットパンチ,とんぼがえり,ダブルウイング,ばかぢから
1178,バレットパンチ,とんぼがえり,ダブルウイング,ばかぢから
1179,バレットパンチ,ダブルウイング,カウンター,つるぎのまい
1180,バレットパンチ,とんぼがえり,どろぼう,カウンター
1181,バレットパンチ,ダブルウイング,きしかいせい,カウンター
1182,バレットパンチ,とんぼがえり,ばかぢから,ダブルウイング
1183,バレットパンチ,とんぼがえり,かわらわり,ぶんまわす
1184,バレットパンチ,ダブルウイング,ばかぢから,とんぼがえり
1185,とんぼがえり,バレットパンチ,ダブルウイング,ばかぢから
1186,バレットパンチ,とんぼがえり,ばかぢから,ダブルウイング
1187,バレットパンチ,とんぼがえり,ばかぢから,ダブルウイング
1188,バレットパンチ,とんぼがえり,かわらわり,つるぎのまい
1189,バレットパンチ,とんぼがえり,どろぼう,ばかぢから
1190,とんぼがえり,バレットパンチ,ダブルウイング,かわらわり
1191,カウンター,ダブルウイング,バレットパンチ,ばかぢから
1192,とんぼがえり,バレットパンチ,でんこうせっか,ばかぢから
1193,バレットパンチ,とんぼがえり,はたきおとす,つるぎのまい
1194,とんぼがえり,バレットパンチ,ばかぢから,はねやすめ
1195,むしくい,でんこうせっか,つるぎのまい,バレットパンチ
1196,バレットパンチ,つるぎのまい,みがわり,いばる
1197,パワーシェア,からをやぶる,ねむる,まとわりつく
1198,ねばねばネット,ステルスロック,パワーシェア,がんせきふうじ
1199,パワーシェア,はたきおとす,いえき,ステルスロック
1200,からをやぶる,ねむる,むしのていこう,どくどく
1201,がんせきふうじ,はたきおとす,ステルスロック,ねばねばネット
1202,パワートリック,こらえる,ロックブラスト,きしかいせい
1203,からをやぶる,がんせきふうじ,ステルスロック,ねばねばネット
1204,ねばねばネット,ステルスロック,がんせきふうじ,いのちがけ
1205,ストーンエッジ,きしかいせい,ステルスロック,パワートリック
1206,どくどく,ステルスロック,アンコール,ガードシェア
1207,ねばねばネット,パワーシェア,どくどく,ステルスロック
1208,アンコール,ねばねばネット,ステルスロック,がんせきふうじ
1209,からをやぶる,ねむる,むしのていこう,どくどく
1210,ねばねばネット,パワーシェア,ステルスロック,がんせきふうじ
1211,パワーシェア,がんせきふうじ,どくどく,ねばねばネット
1212,ねばねばネット,ステルスロック,アンコール,がんせきふうじ
1213,パワーシェア,はたきおとす,ステルスロック,ガードシェア
1214,ねばねばネット,まとわりつく,アンコール,ステルスロック
1215,インファイト,つばめがえし,いわなだれ,シャドークロー
1216,インファイト,タネマシンガン,じしん,つるぎのまい
1217,メガホーン,インファイト,ストーンエッジ,つるぎのまい
1218,インファイト,タネマシンガン,じしん,つるぎのまい
1219,インファイト,つばめがえし,ロックブラスト,つるぎのまい
1220,インファイト,じしん,タネマシンガン,シャドークロー
1221,インファイト,メガホーン,じごくづき,カウンター
1222,インファイト,タネマシンガン,フェイント,カウンター
1223,インファイト,タネマシンガン,フェイント,カウンター
1224,インファイト,タネマシンガン,フェイント,カウンター
1225,インファイト,メガホーン,ストーンエッジ,じしん
1226,メガホーン,インファイト,ストーンエッジ,カウンター
1227,インファイト,メガホーン,ストーンエッジ,ねごと
1228,インファイト,メガホーン,ストーンエッジ,シャドークロー
1229,メガホーン,インファイト,ストーンエッジ,ねごと
1230,メガホーン,インファイト,ねごと,ストーンエッジ
1231,インファイト,メガホーン,ストーンエッジ,-
1232,インファイト,メガホーン,ストーンエッジ,フェイント
1233,インファイト,メガホーン,ストーンエッジ,つじぎり
1234,メガホーン,きしかいせい,みがわり,ストーンエッジ
1235,なみのり,こごえるかぜ,まもる,ねこだまし
1236,れいとうパンチ,じごくづき,かわらわり,イカサマ
1237,まもる,つるぎのまい,からげんき,じしん
1238,からげんき,じしん,まもる,つるぎのまい
1239,からげんき,インファイト,かみくだく,まもる
1240,からげんき,かみくだく,インファイト,つるぎのまい
1241,からげんき,インファイト,じしん,まもる
1242,ステルスロック,だいもんじ,ストーンエッジ,あくび
1243,からをやぶる,だいもんじ,だいちのちから,ストーンエッジ
1244,こおりのつぶて,がむしゃら,じわれ,ステルスロック
1245,こおりのつぶて,がんせきふうじ,ステルスロック,じわれ
1246,こおりのつぶて,じしん,つららおとし,ステルスロック
1247,じしん,どくどく,ステルスロック,ほえる
1248,こおりのつぶて,ゆきなだれ,じしん,ストーンエッジ
1249,ゆきなだれ,じしん,こおりのつぶて,じわれ
1250,ゆきなだれ,じしん,こおりのつぶて,ストーンエッジ
1251,もろはのずつき,じしん,のろい,じこさいせい
1252,ミラーコート,ねっとう,だいばくはつ,パワージェム
1253,もろはのずつき,ねっとう,リフレクター,ミラーコート
1254,じたばた,でんじは,どろぼう,ダイビング
1255,かえんほうしゃ,ロックブラスト,タネばくだん,ダストシュート
1256,とびはねる,アシッドボム,こごえるかぜ,みずびたし
1257,ハイドロポンプ,アシッドボム,れいとうビーム,だいもんじ
1258,ねっとう,アシッドボム,まもる,みがわり
1259,まもる,みがわり,たきのぼり,タネマシンガン
1260,なみのり,だいもんじ,アシッドボム,エナジーボール
1261,ブレイブバード,おきみやげ,ゆきなだれ,みちづれ
1262,フリーズドライ,こうそくスピン,みちづれ,おきみやげ
1263,こおりのつぶて,カウンター,おきみやげ,みちづれ
1264,トリプルアクセル,こうそくスピン,おきみやげ,こおりのつぶて
1265,こおりのつぶて,カウンター,ねこだまし,ゆきなだれ
1266,みがわり,バトンタッチ,こうそくスピン,おきみやげ
1267,かわらわり,つららばり,タネばくだん,ブレイブバード
1268,プレゼント,-,-,-
1269,ねこだまし,フリーズドライ,めざめるパワー,みちづれ
1270,こごえるかぜ,こおりのつぶて,ねこだまし,みちづれ
1271,きあいパンチ,みちづれ,こおりのつぶて,れいとうパンチ
1272,ねこだまし,ゆきなだれ,こおりのつぶて,つばめがえし
1273,かわらわり,つばめがえし,れいとうパンチ,タネばくだん
1274,うずしお,ミラーコート,くろいきり,はねやすめ
1275,はねやすめ,はかいこうせん,ハイドロポンプ,エアスラッシュ
1276,ハイドロポンプ,ぼうふう,はかいこうせん,はねやすめ
1277,まもる,はねやすめ,ふぶき,ねっとう
1278,ハイドロポンプ,こごえるかぜ,ミラーコート,くろいきり
1279,ハイドロポンプ,ぼうふう,れいとうビーム,はねやすめ
1280,ねっとう,まもる,どくどく,はねやすめ
1281,ワイドガード,おいかぜ,てだすけ,れいとうビーム
1282,ハイドロポンプ,こごえるかぜ,めざめるパワー,ねむる
1283,てっぺき,ボディプレス,はねやすめ,ステルスロック
1284,ステルスロック,がんせきふうじ,ちょうはつ,ブレイブバード
1285,はねやすめ,てっぺき,ステルスロック,ボディプレス
1286,がんせきふうじ,ステルスロック,ふきとばし,ちょうはつ
1287,ブレイブバード,すなじごく,つるぎのまい,はねやすめ
1288,ブレイブバード,ちょうはつ,つるぎのまい,すなじごく
1289,がんせきふうじ,すなあらし,ステルスロック,ふきとばし
1290,アイアンヘッド,しっぺがえし,ステルスロック,ガードスワップ
1291,ボディプレス,ふきとばし,はねやすめ,ステルスロック
1292,がんせきふうじ,ブレイブバード,ちょうはつ,ステルスロック
1293,ボディプレス,ステルスロック,てっぺき,はねやすめ
1294,はねやすめ,ステルスロック,ふきとばし,まきびし
1295,ボディプレス,てっぺき,ステルスロック,はねやすめ
1296,はねやすめ,てっぺき,ボディプレス,ステルスロック
1297,ドリルくちばし,ステルスロック,はねやすめ,ふきとばし
1298,はねやすめ,てっぺき,ボディプレス,アイアンヘッド
1299,ボディプレス,はねやすめ,ステルスロック,ふきとばし
1300,がんせきふうじ,ステルスロック,ちょうはつ,はねやすめ
1301,ブレイブバード,アイアンヘッド,いわなだれ,つるぎのまい
1302,てっぺき,はねやすめ,どくどく,ドリルくちばし
1303,ブレイブバード,がんせきふうじ,ちょうはつ,ステルスロック
1304,ドリルくちばし,はねやすめ,ステルスロック,ふきとばし
1305,みちづれ,オーバーヒート,かえんほうしゃ,あくのはどう
1306,オーバーヒート,ふいうち,カウンター,きしかいせい
1307,おいうち,ふいうち,オーバーヒート,ちょうはつ
1308,おいうち,ふいうち,だいもんじ,ちょうはつ
1309,ニトロチャージ,だいもんじ,あくのはどう,カウンター
1310,りゅうせいぐん,ぼうふう,ハイドロポンプ,きあいだめ
1311,りゅうせいぐん,クイックターン,なみのり,ぼうふう
1312,あくび,ねっとう,クイックターン,まもる
1313,アクアブレイク,とびはねる,クイックターン,スケイルショット
1314,たきのぼり,げきりん,りゅうせいぐん,りゅうのまい
1315,たきのぼり,げきりん,アイアンヘッド,りゅうのまい
1316,ハイドロポンプ,りゅうせいぐん,ぼうふう,あくび
1317,ハイドロポンプ,りゅうのはどう,ぼうふう,クイックターン
1318,なみのり,ぼうふう,ラスターカノン,りゅうせいぐん
1319,クイックターン,りゅうせいぐん,なみのり,ぼうふう
1320,げきりん,とびはねる,りゅうのまい,あくび
1321,アクアブレイク,げきりん,とびはねる,りゅうのまい
1322,ハイドロポンプ,りゅうせいぐん,ラスターカノン,ぼうふう
1323,なみのり,りゅうのはどう,ラスターカノン,ぼうふう
1324,アクアブレイク,げきりん,りゅうのまい,あくび
1325,ハイドロポンプ,りゅうせいぐん,ぼうふう,クイックターン
1326,ハイドロポンプ,りゅうせいぐん,ぼうふう,まもる
1327,ハイドロポンプ,りゅうせいぐん,ぼうふう,クリアスモッグ
1328,ハイドロポンプ,ぼうふう,クイックターン,りゅうせいぐん
1329,たきのぼり,げきりん,みがわり,はねる
1330,ハイドロポンプ,なみのり,りゅうせいぐん,れいとうビーム
1331,りゅうせいぐん,ハイドロポンプ,なみのり,めざめるパワー
1332,たきのぼり,げきりん,りゅうのまい,みがわり
1333,じしん,ほのおのキバ,がむしゃら,こおりのつぶて
1334,がむしゃら,こおりのつぶて,じしん,いわなだれ
1335,じしん,がむしゃら,こおりのつぶて,いわなだれ
1336,じしん,こおりのつぶて,はたきおとす,ダストシュート
1337,じしん,ストーンエッジ,じゃれつく,こおりのつぶて
1338,じしん,ストーンエッジ,こおりのつぶて,がむしゃら
1339,じしん,こおりのつぶて,ストーンエッジ,がむしゃら
1340,じこさいせい,でんじは,イカサマ,ほうでん
1341,トリックルーム,トライアタック,10まんボルト,れいとうビーム
1342,じこさいせい,トライアタック,シャドーボール,10まんボルト
1343,ほうでん,トライアタック,みがわり,じこさいせい
1344,れいとうビーム,かいでんぱ,スピードスワップ,じこさいせい
1345,トライアタック,れいとうビーム,みがわり,じこさいせい
1346,イカサマ,れいとうビーム,マジックコート,じこさいせい
1347,トライアタック,10まんボルト,れいとうビーム,トリック
1348,まもる,じこさいせい,トライアタック,れいとうビーム
1349,じこさいせい,トライアタック,れいとうビーム,10まんボルト
1350,イカサマ,ほうでん,スピードスワップ,じこさいせい
1351,ほうでん,れいとうビーム,じこさいせい,トライアタック
1352,シャドーボール,でんじは,じこさいせい,トリックルーム
1353,れいとうビーム,イカサマ,まるくなる,じこさいせい
1354,ほうでん,イカサマ,じこさいせい,れいとうビーム
1355,れいとうビーム,アイアンテール,ほうでん,じこさいせい
1356,イカサマ,れいとうビーム,でんじは,じこさいせい
1357,イカサマ,ほうでん,スピードスワップ,じこさいせい
1358,れいとうビーム,でんじは,じこさいせい,イカサマ
1359,れいとうビーム,ほうでん,シャドーボール,じこさいせい
1360,トライアタック,10まんボルト,れいとうビーム,シャドーボール
1361,おんがえし,ほうでん,れいとうビーム,じこさいせい
1362,はかいこうせん,ギガインパクト,れいとうビーム,でんじは
1363,れいとうビーム,イカサマ,じこさいせい,でんじは
1364,トライアタック,シャドーボール,めざめるパワー,トリックルーム
1365,どくどく,テクスチャー,じこさいせい,イカサマ
1366,イカサマ,れいとうビーム,でんじは,じこさいせい
1367,じこさいせい,でんじは,トライアタック,10まんボルト
1368,イカサマ,れいとうビーム,じこさいせい,10まんボルト
1369,イカサマ,まるくなる,かげぶんしん,じこさいせい
1370,リフレクター,ひかりのかべ,でんじは,じならし
1371,スキルスワップ,でんじは,さいみんじゅつ,おんがえし
1372,さきどり,じしん,とびげり,メガホーン
1373,からをやぶる,ホネブーメラン,Vジェネレート,つららばり
1374,がむしゃら,フェイント,どくのいと,すてゼリフ
1375,スピードスワップ,がむしゃら,キノコのほうし,ねばねばネット
1376,メタルバースト,キノコのほうし,すてゼリフ,つのドリル
1377,キノコのほうし,いのちがけ,みかづきのまい,へんしん
1378,へんしん,ねこだまし,すてゼリフ,ニードルガード
1379,ほっぺすりすり,ねばねばネット,キングシールド,みちづれ
1380,ねこだまし,ダークホール,このゆびとまれ,ファストガード
1381,すてゼリフ,おきみやげ,すりかえ,みちづれ
1382,バトンタッチ,ちょうのまい,キノコのほうし,キングシールド
1383,キノコのほうし,トリック,みちづれ,へんしん
1384,ダークホール,がむしゃら,こらえる,このゆびとまれ
1385,はらだいこ,しんそく,キノコのほうし,-
1386,キノコのほうし,こころのめ,ぜったいれいど,とんぼがえり
1387,キノコのほうし,トリック,みちづれ,へんしん
1388,キノコのほうし,ちいさくなる,バトンタッチ,まもる
1389,ねこだまし,がむしゃら,ワイドガード,キノコのほうし
1390,こころのめ,ぜったいれいど,みがわり,キノコのほうし
1391,トリックルーム,キノコのほうし,-,-
1392,キノコのほうし,トリック,みちづれ,ぜったいれいど
1393,じたばた,からをやぶる,キノコのほうし,バトンタッチ
1394,キノコのほうし,ふきとばし,こうそくいどう,おきみやげ
1395,バトンタッチ,キノコのほうし,まもる,からをやぶる
1396,キノコのほうし,からをやぶる,バトンタッチ,ふきとばし
1397,ビルドアップ,マッハパンチ,バレットパンチ,ふいうち
1398,トリプルアクセル,インファイト,カウンター,バレットパンチ
1399,ねこだまし,インファイト,ふいうち,いわなだれ
1400,インファイト,マッハパンチ,ねこだまし,ふいうち
1401,ねこだまし,マッハパンチ,インファイト,てだすけ
1402,インファイト,ねこだまし,ワイドガード,てだすけ
1403,ねこだまし,マッハパンチ,とびひざげり,ストーンエッジ
1404,インファイト,ねこだまし,ふいうち,てだすけ
1405,とびひざげり,ストーンエッジ,ふいうち,どくどく
1406,トリプルキック,とびひざげり,ストーンエッジ,ふいうち
1407,とびひざげり,ストーンエッジ,ふいうち,みがわり
1408,のしかかり,ボディプレス,ミルクのみ,のろい
1409,すてみタックル,かわらわり,じゃれつく,ほのおのパンチ
1410,なげつける,シャドーボール,ミルクのみ,ステルスロック
1411,ステルスロック,でんじは,がんせきふうじ,あまえる
1412,のしかかり,ボディプレス,ミルクのみ,のろい
1413,でんじは,ステルスロック,ボディプレス,ミルクのみ
1414,なみのり,じならし,いわなだれ,あまえる
1415,がんせきふうじ,ステルスロック,でんじは,ちきゅうなげ
1416,ステルスロック,でんじは,おんがえし,れいとうパンチ
1417,ステルスロック,ミルクのみ,でんじは,ずつき
1418,タマゴうみ,トライアタック,シャドーボール,10まんボルト
1419,トライアタック,れいとうビーム,タマゴうみ,めいそう
1420,タマゴうみ,めいそう,トライアタック,かえんほうしゃ
1421,タマゴうみ,めいそう,トライアタック,みがわり
1422,トライアタック,かみなり,れいとうビーム,タマゴうみ
1423,トライアタック,れいとうビーム,めいそう,タマゴうみ
1424,トライアタック,シャドーボール,タマゴうみ,めいそう
1425,ちきゅうなげ,タマゴうみ,ねむる,みがわり
1426,いびき,かみなり,めいそう,ねむる
1427,ハイパーボイス,れいとうビーム,タマゴうみ,めいそう
1428,タマゴうみ,トライアタック,シャドーボール,10まんボルト
1429,トライアタック,かえんほうしゃ,タマゴうみ,めいそう
1430,トライアタック,タマゴうみ,みがわり,めいそう
1431,シャドーボール,めいそう,あまえる,タマゴうみ
1432,トライアタック,ステルスロック,めいそう,タマゴうみ
1433,タマゴうみ,トライアタック,10まんボルト,シャドーボール
1434,れいとうビーム,ちきゅうなげ,みがわり,タマゴうみ
1435,トライアタック,シャドーボール,タマゴうみ,みがわり
1436,トライアタック,10まんボルト,かえんほうしゃ,シャドーボール
1437,ふぶき,かえんほうしゃ,タマゴうみ,どくどく
1438,とおせんぼう,リサイクル,なげつける,ねむる
1439,シャドーボール,れいとうビーム,みがわり,タマゴうみ
1440,タマゴうみ,あまえる,どくどく,だいもんじ
1441,なげつける,ちきゅうなげ,タマゴうみ,れいとうビーム
1442,じならし,10まんボルト,かいでんぱ,てだすけ
1443,かみなり,めいそう,ねっとう,シャドーボール
1444,ほうでん,ねっとう,みがわり,めいそう
1445,ほうでん,ねっとう,めいそう,みがわり
1446,10まんボルト,シャドーボール,めいそう,みがわり
1447,10まんボルト,シャドーボール,ねっとう,ボルトチェンジ
1448,10まんボルト,ねっとう,バークアウト,かいでんぱ
1449,シャドーボール,ボルトチェンジ,ねっとう,10まんボルト
1450,10まんボルト,シャドーボール,ねっとう,ボルトチェンジ
1451,ほうでん,ねっとう,みがわり,めいそう
1452,10まんボルト,どくどく,まもる,みがわり
1453,10まんボルト,めざめるパワー,めいそう,みがわり
1454,10まんボルト,ひかりのかべ,リフレクター,ほえる
1455,10まんボルト,ボルトチェンジ,めざめるパワー,シャドーボール
1456,どくどく,まもる,ほうでん,みがわり
1457,せいなるほのお,ストーンエッジ,きしかいせい,ソーラービーム
1458,せいなるほのお,ストーンエッジ,じだんだ,しんそく
1459,せいなるほのお,ストーンエッジ,かみくだく,しんそく
1460,せいなるほのお,ストーンエッジ,ソーラービーム,はかいこうせん
1461,せいなるほのお,ストーンエッジ,しんそく,まもる
1462,ふんか,オーバーヒート,ソーラービーム,ほえる
1463,フレアドライブ,ストーンエッジ,せいなるほのお,バークアウト
1464,せいなるほのお,ほえる,かみくだく,じならし
1465,せいなるほのお,ストーンエッジ,かみくだく,しんそく
1466,せいなるほのお,おにび,バークアウト,ほえる
1467,せいなるほのお,ストーンエッジ,しんそく,かみくだく
1468,せいなるほのお,じならし,しんそく,ストーンエッジ
1469,せいなるほのお,ストーンエッジ,じだんだ,じこあんじ
1470,せいなるほのお,どくどく,みがわり,まもる
1471,せいなるほのお,みがわり,まもる,どくどく
1472,せいなるほのお,じならし,しんそく,ストーンエッジ
1473,せいなるほのお,みがわり,いばる,じこあんじ
1474,せいなるほのお,ストーンエッジ,アイアンヘッド,じならし
1475,せいなるほのお,みがわり,まもる,バークアウト
1476,ねっとう,ぜったいれいど,しんそく,ミラーコート
1477,ねっとう,みがわり,めいそう,ほえる
1478,まもる,みがわり,めいそう,ねっとう
1479,ねっとう,エアスラッシュ,ねむる,めいそう
1480,ねっとう,こごえるかぜ,エアスラッシュ,めいそう
1481,ねっとう,れいとうビーム,ぜったいれいど,めいそう
1482,まもる,ねっとう,こごえるかぜ,めいそう
1483,ねっとう,リフレクター,バークアウト,おいかぜ
1484,めいそう,ねっとう,ぜったいれいど,ねむる
1485,ねっとう,めいそう,みがわり,ねむる
1486,ねっとう,れいとうビーム,エアスラッシュ,めいそう
1487,ねっとう,バークアウト,ほえる,おいかぜ
1488,ねっとう,ぜったいれいど,おいかぜ,てだすけ
1489,ねっとう,ふぶき,しんそく,めいそう
